youtube_id,status
jk7jWDbtmj8,1
Xm-UligdIrQ,1
tUDgNUjBris,1
xWShDNB5XZU,0
kqEj45pk6aE,0
gFmNKbF9KEU,1
5paBdZiLhqQ,0
-38cxZ5MoEs,1
pa-oUPTr9LI,1
SWQ4ylxYZUc,1
v4P4cS5jKmQ,1
7_uvEuNwUj4,1
0lq1JIWQSlc,1
k1vOq-yi2R4,1
Gor6z4YDPhU,1
dtMWnS0ySEY,1
YNgFqUzrNXk,1
PaYl9YVeXhc,0
zkfyxr3ZRTg,1
3byjPB2VTE4,1
d_jEVMQc0ig,1
o-g4Sx_eHYY,1
OjHAZWyckMc,0
BRccUGaFz2s,1
OqVyRa1iuMc,0
dDtFWw1mZuw,1
BCHi6DrWgjI,0
YzPiLIOgC44,1
HZCaSyid4m0,1
QTKNzDn8PzA,1
184hH4AknlM,0
u74DpEZeHbg,1
uqeGxkIdBiY,1
SpXCbeMvRoE,1
hbki4pbNi10,0
8w_naC0saGI,1
vtxPupFohQA,1
er2a5WhYU-4,1
6t7PQqQjYEs,1
YjwB9d1tpJE,1
3BSdoHadj2w,1
JubX9ybyjHs,1
QM8L-aK-c4M,1
rDI9ACrLvEk,1
buNwwAximcE,1
8fnhN_Jt1Q8,1
yMDjHL07e18,1
MGsGQAu3aNM,0
G36NDRDO6L8,0
GNTdNXkhZ8Y,1
sxWjygcEqRI,1
hFqDZ3vzyRw,0
HKDxpkV14IA,0
WrQdlQo-E5Q,1
QoYlqdBtRSw,1
cdtPJElK7wI,1
iUZ3Yxok6N8,1
DjTRf509X-Y,1
0AspXDFcGlw,1
p-zGZTYN9nQ,0
hr0hb0gc2eQ,0
VsdeqOdkdTY,1
eWjLy8S5uyk,0
PpD6HmPdadI,0
v5wBisDJJ5A,1
AwDCN_wZLyw,1
TGqcz-Xtd6E,0
XHDs1-xfuNk,1
lpwrDEfCESg,1
7ZTiTigBUQ8,1
VHMi-j7W2gM,1
1ESVngpn1aA,1
iJ-CgEEmZ3Q,1
aIm1ZGm03WA,1
NMOjCohQbXY,1
tM1HACwx1KY,1
zAlzw9a62TA,0
L45abB8vyEo,1
vjmZGaXDRHY,1
_th4Xe6Dsm4,1
x4ET14QsbDc,1
ppjyB2MpxBU,1
LjVPGOK8Cgc,1
E9v4TSOvOIc,1
0zHmeTeLgMY,1
O47od13_x1k,1
MaOG_xElhls,1
YY4kKO6wfyg,0
Pkt7OaGwNi4,1
lllLnc58CoI,1
cAwgV3PcwWI,1
My4ojpQzoWY,1
JiI91igl180,1
k7Zz2y_CVbk,1
PR9wl4Qve5E,1
pCHHv7ojfiw,1
5gkiHLA4ZuY,0
p3VeYSCfDSA,1
YnpV0k673Ug,0
cQ_dL_IMPP4,1
BoNAEfrI2oQ,1
NyS81GX7kfo,1
l4srSgqgncU,0
YS3LL_2i-fE,1
Isof3ww1UPs,1
4tTTXKxHcKY,0
UtS2awRAf5E,0
kUlXr-ZQ-NM,1
c6dmj-WpTW4,0
aVCOzbRPapo,1
hIvipx6drZw,0
RitnM9n0jTY,1
GEgAjAcOlAY,1
FH7PX0Q6RMk,1
rT7S4ycppHs,1
65XtOM1UUGw,1
8Qi3JERmk9E,1
OeSwSYmipqo,1
1D-v8EcGV2Q,1
vswksYP-lWY,1
6M6cpjP7GIo,1
N7R7GJxKVgU,1
I73sP93-0xA,1
Fjj4a3zB1ag,1
uuUEqTKn5Ho,1
e8qV88sbcV8,1
NARUgQRZhL8,1
RVbEs5DBPlY,1
K-xthcJWXn0,1
vnHkr84as-4,0
Okkcwma7ric,1
dNwHQsv3tgE,0
pE4-ePx_OAI,0
d_OcnTtlLGk,1
lRQVJlU7lDY,1
z0oSKrth_bg,1
j4ujHOSbQB0,1
HhZ3H18ynTA,1
Jina0muBqRA,1
qCq0IXXi_2U,1
X_7AsNN0qmc,1
S1Z27SeIIV8,0
M0N1Q7Eav4M,1
CGyrZsSzvt0,1
Fyd8tAhnKig,1
7w2iVXAHiPk,1
DurMO8Ayhn4,0
xTyEZA6ILOk,0
p29GuFPbzsg,1
Xb6svoM3UWE,1
dakDA3bY_6E,1
KlPjJx6pMNA,0
EF2WHYOjGhE,0
9iZFtT4aShI,1
U7McMInDG5o,1
4u-4PyidIeQ,1
FJX7JYjIbOg,1
TQ3wXC5jqKE,1
UGtS3CL-zpo,1
FCJx1uV38ZQ,1
AR4d7r6--I4,0
WwaXYra91QE,1
gfQf11WBbw0,1
CWIbQqbivVc,1
LLTFbcJosPY,1
wqvnT7u0mSg,0
0O1-u4vyKQc,1
nL41zq5Ttic,0
2Vw1_oUzaNs,1
spbfax8dOTk,1
07FdVcspOfQ,1
Lkxbuqvb5A4,0
4aI9-g_n_OE,1
-mGJJ3CyCL4,0
NJ8rJ-i-OKE,1
S4AmLcBLZWY,1
hc51ExPQJcQ,1
CYer5nO5JpA,1
BRV1CDa5_Z4,1
8kBKeCR4xiU,1
gL3mN-UpSyQ,1
1KdjUNIcP8k,0
jSvTqwVpuhg,1
ccX1d19hmc8,1
6_nHubnKxqg,1
srDyToPqozI,1
FfdJdZ5_guM,1
wWBQ5ra0jP0,1
_bsnYbe6Dp8,0
b9EAfTyu5_I,1
_ZrJXN_vrBs,0
pEa07GOtQs4,1
nhdJvVvfWwo,1
l3QhHqsgq9s,1
y_U0Jc1p9D0,1
VepWTt1DzTA,1
Hp7zxA4BsKg,1
HyXyQiiGFGA,1
LDsysmP_8yo,1
oWuYilt9hX8,1
d4ftmOI5NnI,1
2fEZc4acGC0,1
p92CKGAeQUY,1
EG5DHsKNhKs,1
hfW-fzTbpRg,1
C1NgX-w54RY,1
m7_LwdyNsIQ,1
yotE4ykAnPE,1
0bUGMqQU3TI,1
Uo8_Ev4lnpw,1
ymjvQZ6nSd8,1
1f7NhVmJZc4,1
d_t77ai5GEk,1
3dMF8cHKHZA,1
Du87BUiTDso,1
KcEd6ufItl0,1
HjI1Of2lfhs,1
e8I1w7uGvzw,1
cTmUaCpQRaw,0
XHHg1C8LGnk,0
YBqruLJZAcg,1
BMVmbqSR668,1
FcFtBqXUud0,1
dPk7S_LiI1I,1
jIyn1q4Ilpw,1
1BZoajBwbac,0
Pu3BkumJXpk,0
wSEnh8Hi62E,1
-ncFDuKdgNE,1
8xM4TA8800o,1
tcR7LgBVTNE,1
K4BhEyjFyeM,1
igMB5dko__0,1
HJR7A98vbgU,1
Ky7rHZmk9Yw,1
OC82kTAQZew,1
JBOq0nY1rQE,0
G1APKgyX5nY,1
j6gLJ4_sfG8,1
xn8jQ9Bqzbc,0
7mgMuJvM9-I,1
a_OuIUbxu6U,0
zjwBNUXCA-M,1
117FZnev4Os,0
U0get4DzXqA,0
OycK5sRs42w,1
pDdLXHtAY9Q,1
iFpB2_WOk0Q,1
tRjAmXgY4b4,1
sp8Ufx3Ej24,1
3z0t0O6ZIPs,0
UDTXyP1Zf88,1
OEXhftas_3w,1
SdNqYGbc0tU,0
gRGbGI2-kPs,0
qjKhJnrMamA,0
Lz3XcjwKGmQ,1
Fe2CpAhZ9w4,0
9WpVeYgwugo,0
OlqErSr6Rjw,1
kX690RK6F4Q,1
YOTAk0JeNa4,1
Y15DS1LKh4g,1
aSU71Yy5QbI,1
r0Iq2_euH44,1
YDmULxspTJM,1
IXAspN3nQSE,1
WRx0b993Lj4,0
aM4Gyz0kd3Q,0
v79foBIrar4,1
ew40D96la6M,1
pl2HDVRj_4o,0
ChcCflTm4-k,0
imqxwGDXQ8o,1
9gdhd-EerNw,1
LGoKKhQPggM,1
NEcaoimX3qY,0
heWv0o4yWtY,0
XqLbbRP_0xc,1
iplfWUtKMzI,0
pYBS9Sp0xU8,1
xMLUEmzNKkM,1
9AN0GzCOJQI,1
jqMu1GkkbOw,1
Wq2Wo9lDdiE,0
v2eeeuPoTV4,1
THLll7d7Dfo,1
pnTtzyItCQA,1
i3xjZomB1s0,1
dp4qnnVSk8Y,1
zhnB6vIifkc,1
sdb8G26294A,1
sKFlL_G9S0c,1
O3krM1Ti_ro,1
BIgKmqnXkZ4,1
d7mVVGifDBk,1
ZiXcZtfAbf8,1
uZ0YGah7MsE,1
1LDL6H_on2g,0
cjS-Y6WsWMg,1
XG-c6CmPo4k,1
jn8x5-jz8wE,1
plovZLxlpGk,1
aKnvOP-1U00,1
SFHSKaQESeI,1
f8znwPYsuFE,1
N3QST5By_Bs,1
rAEv7dJC5Iw,1
9Jt-bxV1gW0,1
undTPa_iq1Y,1
a0DjTrQWzKI,1
u0kF24ceZMI,1
SiUT8u1LckQ,1
VFyjS6ey1qc,1
bnirfz_7CbU,0
8UQpUt9CvTg,1
mYZGSfnk144,0
Jwaw24W2bW0,1
tjYSxlqLOew,0
n3PGfjyctSQ,1
vRfZjFPqepg,1
083OMBnPA3c,1
zB-hQWVCwwU,1
kNMc5CKw4G0,1
DHUSpAtemfg,1
67K9zxi9KqI,1
QNIla2oQuBE,1
oIDmoO63-3Q,1
wNibi-NWW4o,1
wXYRFo4rrrw,1
jtQcr7lJXB0,1
3CFlKXTMBlU,1
Ye_r2-Fu7Rg,1
2o8FHBkV1TI,1
P3k2UGLSW2w,1
fnH1ZtugoqU,1
Eg-X_608toc,1
0-0MyjmphsA,1
4StSF3YTpeA,1
KlfCBX2CwMM,0
75A7PFuBqFk,1
pQeQwYs5M2E,1
6hxOoM0-NJI,0
nuPd4L7_0uQ,1
CO6yUpPvY7s,0
Jdyo4evwMxU,1
K2qNJ7IzzqE,1
3E0RgIrgWN4,1
pbmU2wMnuI4,1
AOh4PeDIkWs,1
s-D79Y-gBrs,0
hQCN4nBfRuw,1
GHKtN9jPK1w,1
3SiGgXIYppA,1
JDscDHhMvEI,1
8jN4i-6ikWY,0
EUC3JOXJBYw,1
ipkF3xkP63M,1
DkNQd4wTicI,1
dUZzRhG5hQY,1
L1YN9QMKpBo,1
UfeogSVgTsU,1
cFXOmMmo_s8,1
CeMiILVlZgo,1
PNOuZUHKneY,1
P7JKRDjM_Vk,1
E6KKYD3eGlE,1
uF0_6SHSIrg,1
LAd6SaXDdZ4,1
ssukL9a99JA,1
AZMg4vFcRQs,1
SJB5InL3g7I,1
c7tvfdSjRE4,1
dwT9BEh7qZ0,1
rYeQb7xS5_Y,1
wmgYAmOuYF4,1
thyfYONK0Hs,0
EV5W98Ql4vQ,1
O5s3Oj2cPgc,1
yWZtEE8C1x4,1
r-briQqhGZY,0
mTHQ0fQXf-0,0
oNFJr8aUAtM,1
zxJQgYPXjN4,1
_0Lv9MPocOs,1
D0vCzkK_AJ0,1
QuxegP7JmIk,1
YTDzEExOldk,1
puTl4fNtMmM,0
lJIPM69YQNY,1
Mjkt4UgcTmg,1
25_Kvrl7agM,0
sHK-YgJdhbc,1
T_SHaqh4NdQ,1
JgYPxPGfaRE,1
udVBdgHgutE,1
AgJE212GTcs,1
S7ZhqwAzKTQ,1
IQp7gtX4w0U,0
BoohRoVA9WQ,1
raJqTGZCgBM,1
U6Lt17rALrM,1
ZDNiFd5915Q,1
uXsQ8IIi6YI,1
BYZvduGylCI,1
MtY-bkTSw1Q,1
jal6Pf2DFlg,1
k9gmmK1fgnE,1
JEcfknHqMyc,1
nT2k2zwMGdw,1
6ZMZYrdXtP0,1
jzzrFFivBKk,0
Sq6E2exynew,0
qfJfRx2IAYo,1
vMun8qu1PV8,1
c2gZ4aOYOw4,0
2nFh-kxiEng,1
TQXuazYI_YU,1
LxI6-Tf7G_E,1
7W78nWDG95s,0
etbRU8bbzZo,1
KBHxDisxAwQ,1
LIIz82ZUCQY,1
BBWQchYpjqQ,0
mha0N1Cx1Ck,1
ZcFzeAwextg,1
9sWnQ8y_M6A,1
phy8eD23heY,1
3opWe1RlYXo,1
e9Ul8x4TNNY,1
39zzDqksCHc,0
gxaGlmLPIZ4,1
2Fedr47ugbM,1
J511q05SReQ,1
ShlLK2gY1OM,1
sAtsZPmjExo,1
Bw5UwRasras,0
Vd1j1GAExH0,1
E8dH2BEj5Os,1
XnJvHpxr1Lw,0
cNLFuTms4go,1
tAOaV-CCaxQ,1
OaXBJqgBDhw,1
o4UVXgAzYb0,1
bt6-F11LZsQ,1
eSGG28XZHjU,1
V0MF8uNW_gc,1
mDXU3KxBpCM,0
-7-C6lSAfOs,1
VNZWp3sMfes,1
Gn01fmMweio,1
jepTSaMF2ZM,1
3EWavFI1n2c,1
YdGNTVTR6-Y,1
Cf3YdE-vMyE,1
ZTT1qUswYL0,1
qlUmBE6uGu8,1
GLZXGflTTjA,0
gwjAFSu_VKM,1
JsFO0ZY7whQ,0
OfsHMuWn95I,1
XHrw3AFW0Z0,0
ZDgFAFQGZbI,1
T4Z1mnjLwiA,1
Tctj5QlA3EA,1
Y-N5lfNPLnY,0
IFTHxZ22woc,0
v3aqGRzL0BY,1
ElCRQEVFlHk,1
bJNpX5bfXcw,1
Pr9ruvxA3K4,1
vGvDCmuDKKE,1
tMloJs08qhY,1
jgOMHLuBup4,1
ZDAg53dRzxU,1
YkNuHwOhE20,1
KQcLnNoYMWU,1
lhQRz_BP1v8,0
93tR96egox4,1
GrrhKj93gDY,1
YGQZwZadSfI,1
mQAlpiB3_FQ,1
NvxttHABP1o,1
njNuTQqDHXY,1
0E06CyJF738,1
x6oaXdPsiN0,1
lVg2pm0YdQ0,1
wBxRwF4qnhU,1
k8Do9tamQSM,1
pztBJl6IQwU,1
VsY2nWGkzfY,1
06yqAuIbuVw,0
dC1yHLp9bWA,1
R4cgP1_M8ts,0
n0WvGpM9cxw,1
a-SnsqKFHLY,1
XyHKfYcZfyA,1
2xRNmBGvfSk,1
4_TVLeXF72o,1
o504Z9dWRqs,0
9enPC37mHrM,1
suvJai5IC6c,1
MPCDtFVH4kw,1
mHzQLJc5CTo,1
EHmjP1BExPs,0
oQAqWa_86vg,0
_NrqftLip64,1
enJJeOqHbqE,1
HkL1a-vVG3s,0
7nafQXq_Mhc,1
W3WRCxy2ZaE,1
GH4IhjtaAUQ,0
MIGDyLqwY7Y,1
oIEtwZK04wM,1
ynwah7YV2LY,0
V5dA92wqmME,1
6f1jYUTo7AU,1
TC3jtcaXy9A,1
sOgO4lPPK1U,0
xam8pRUej7A,1
oSpMQ0WtrSs,1
bvaEvzNMK-o,1
VMVzQ8rW53Q,0
0DorZVMVB48,1
VD2l6dCggOQ,1
5bP9GBBjhA0,0
LVqEiSdNO1Q,1
CuFPekjmQCU,1
773E6GPll3A,1
XGmHx9PAaeE,0
FIGm0YdXotI,1
eCR4DIi8SzU,0
1LxDWSYgiUc,1
9yut_azm5yE,1
Iflbh9yPTJs,1
XD6G0YmKOjU,1
i3K_Gd8jwgc,1
NJEhQrn_EjM,0
PdmE-Ga0f5s,0
vFZRBXClgEA,1
BT7WTaXcPLU,1
exIGslwFcMI,1
mb2bzOdITdU,1
OuH_qx192js,1
dujvrGLRTlI,0
nlOF6YhAoJQ,1
0MIkv32Op6c,0
qavo5yLjYUs,1
3JslB6ws0pc,1
MCXx5saaKOk,0
K5xM1SxgD6M,0
JJ0PocoUWVI,0
RNMZD_WiAvU,0
kVXAITzqSgc,1
eevdCdOddZQ,0
BkW-4CWw3XQ,1
FDGyKHeU2Es,1
f7131IkiSCg,0
DLasTex8Vnk,1
9DVBVqVSczg,1
gTKpKBzd7jg,1
CemLiSI5ox8,0
vmLeZQk2S0s,1
UPaTwmDXLWE,1
LeVWAVZ-A8s,0
6cjNvLAvIFs,1
4r7lSsLtg3w,1
yt9E1BAQunM,1
3-uJWc5x1JE,1
TxKxj0ZWEcY,1
mMRQdL_xvME,1
KiGv9MyQF_Q,1
qb0Vd5ac82Q,0
0Ba6y1Y8JjU,1
uCXHj1i42KA,0
y9e7DFxWDRw,1
nU1jeDXloRs,0
Oa1LpwUBNAA,0
oZu2JfM2Aq8,0
yOoGw9aTRhs,0
zoGyuiyCUAQ,1
Fi51abVO4ac,0
oxjeihyxCnY,1
T2-1TBORh9k,0
PUV_2cqbrbo,1
SJZ_LT4GwQE,1
tPgwaQKNKRk,1
TLsRWN6G77I,1
7tvGPcbE8QM,1
7ZnhCcj4sXg,1
S69qPup6hyk,1
yPBDhqwT8VQ,1
Zj9qzli1K_w,1
JWuNdxTcOoQ,1
BPNUN_aCFAc,1
QV6em4mxnE8,1
EP6Qb7rzBmA,0
Ib8uNldNd-0,1
t7OQIn7Yuvc,1
6GfFdTJiRmo,0
dQD4t3hKpq0,1
CXYvATatL9o,1
-ZoqHOlSsAo,1
c1rX-5SgGsQ,1
yjU5akwca64,1
KSc0srYx9-4,1
3SessG74yMk,1
DIO5Z49vq1A,1
h67FBx5BTHw,1
mlcBwNHilHE,1
azvRjKHhpfA,1
BaXNi2csd5o,1
C7ke6vWUu18,1
r_a34DBcwCE,1
dzbazAbjk8w,1
0gBKE5MUiQc,1
OT-cPtnytxo,0
qWqlHrf4xPw,1
BLz2rixwPpA,1
WczzwUL-wHI,1
P-xb__8PGOg,0
DZ2_coKUWcc,1
47jfeR1H65g,0
JaHGV0AntOI,1
wsbd7AFY9yw,1
AIPb1OMTZ0Q,1
wrmwJx6kYKc,1
vyMggFe9WRQ,1
6Odkw-rNVK8,0
Yd1ndA1_G_A,1
ameTsITMhxo,1
zdX69cWtu6w,1
ZRdLFB-SJpA,1
E76cm56PGSM,1
I6_C4fK94-c,0
auccmqO45a8,1
Imyqnop6grY,1
_TJzHAZP9Ik,1
ETR3Jx2K8dc,1
s2wBtcmE5W8,1
R8Lo6GKT8ms,1
r2ucpHgHo1g,1
hM6ItEXb_Us,1
HETMM2g1aqU,1
yCJwIjC2cks,1
59N7WPR1YHM,1
sMRVddLzTtY,1
ExGQSMWhujY,0
xXvwu_pK2ng,1
8AZk-d0z3ws,1
2ixNkShBC5o,1
oSvVjh93suI,1
Tsi-yH9juC8,0
CR5Jp_ag2M8,1
73BHmDv4qYc,1
MJmqB9F9qyw,1
w2T2xsIYH0I,0
tT9tSWH7N7c,1
v71Epv4g6jY,1
0jzYpSrpVqU,1
qTpB6q-YJwM,1
Z7r0BMcKtFc,1
vXmHNYtFll8,0
h30PnSefeZA,0
WEP25kPtQCQ,0
SlisQPgBF2M,1
6PK-C5P6utU,1
ZNMQRruGaLM,1
TIQP5uv3D3Q,0
ZKPYtzHArlk,1
PnjqfWEL6bc,0
xJ4QJCjvN8c,1
9cb5Ka9SqGM,1
AO_t7GtXO6w,0
x1z54d9EdbY,1
cZwdCa0ynEw,1
9IuMUzCJ5m8,1
-dTb5H2Y8hA,1
r2jbK6dGLGc,1
k9Pf3nqScXM,1
oZePQEUplJs,1
eL9aiYpAyI0,1
Hcl6SiCo4kc,1
NeciZ5_hFTY,1
PBw_Ioj9ntA,1
bcokL59jeqU,1
hcBF8zYH0s0,0
G33DdYQZbas,0
lqFwyk9JNbo,1
J3WUdJECurY,1
vHIbZ0uOAL4,0
S3F7yUo1fKw,1
U_0oVOS3LC4,0
ofxfYinuKKc,1
_7WnJtSpIP4,1
V1l3TboL5MI,0
gbmIN16APS0,0
Hv-n7C1EU3U,1
UJ36_9oVTO8,1
a5SoIFm-SrQ,0
lAlJRP1W_rU,0
-DF-MgSuhQ0,1
H0AnJKKwhQ0,1
0GiMAf9q3hQ,1
JbMz0gZJCzA,1
DoJaIZ2Sajk,0
-NgmhVRFApQ,1
tFAX4TdV6ak,1
heFXl_kOugg,1
KI1Zhlsjags,1
OsJKdxPwZdk,0
C4MVQby0InQ,1
7r_DI5X5ROs,1
NiAbqHXwclo,1
xdPtumdfg9c,1
0loHtH2kL88,1
rJGOCtlPzUs,1
N6VPyUS97RM,1
OX6-X3H1Njw,1
XFdEntyO6TY,1
hweZTM7VPbk,1
LqDoPnJn9vg,0
5tbx8osZ87M,0
1TapOtfrOis,1
Ph6hXpPbl0s,1
O1p6omIzsuY,0
aAWIZFqE6L4,1
fLxSRdnGucA,0
gNtGI_D85mQ,0
UG215AsHyBg,1
AmACeERgRA4,0
cc1Ywhh7P6s,1
1IctSkdJICI,1
UlsRjhvfKJY,1
cxkqDHBoWC4,1
1g9QEQrHOMw,0
I_vzG5nYk1I,1
DL-0-Npu890,1
iN4yYrCgb0o,0
yc6dfz_gbbQ,1
qmBAF_JTwDs,1
tGxxl7LOe_4,1
yVcieIZb3_U,0
zMaW_AZpmJs,1
vn6qlQGDOIo,1
TvxsHqFPj6M,1
joAodEzeK34,1